eventid, userid, eventtime, type, diffgold, diffpower, difflevel
6106,8,2022-12-18 07:02:37,3,0,0,1
6107,16,2022-12-18 07:03:12,3,0,0,1
6108,802,2022-12-18 07:03:39,1,-9081,60868,0
6109,406,2022-12-18 07:03:49,1,-32754,30497,0
6110,296,2022-12-18 07:04:35,2,1089,0,0
6111,223,2022-12-18 07:04:42,2,91412,0,0
6112,727,2022-12-18 07:04:59,1,-8747,98426,0
6113,488,2022-12-18 07:05:11,2,97868,0,0
6114,864,2022-12-18 07:05:24,1,-88478,11576,0
6115,947,2022-12-18 07:05:51,3,0,0,2
6116,772,2022-12-18 07:06:21,2,11575,0,0
6117,956,2022-12-18 07:06:39,3,0,0,2
6118,742,2022-12-18 07:07:02,1,-75872,34035,0
6119,223,2022-12-18 07:07:34,2,46966,0,0
6120,64,2022-12-18 07:07:46,2,37359,0,0
6121,391,2022-12-18 07:07:53,3,0,0,1
6122,180,2022-12-18 07:08:23,3,0,0,2
6123,498,2022-12-18 07:08:46,3,0,0,1
6124,372,2022-12-18 07:09:26,1,-16517,44174,0
6125,579,2022-12-18 07:09:59,3,0,0,1
6126,347,2022-12-18 07:10:01,3,0,0,2
6127,440,2022-12-18 07:10:42,1,-68256,21464,0
6128,651,2022-12-18 07:11:16,3,0,0,1
6129,282,2022-12-18 07:11:18,3,0,0,2
6130,852,2022-12-18 07:11:27,1,-46765,8381,0
6131,2,2022-12-18 07:12:10,3,0,0,2
6132,63,2022-12-18 07:12:20,2,54578,0,0
6133,571,2022-12-18 07:12:50,3,0,0,2
6134,693,2022-12-18 07:13:16,3,0,0,1
6135,841,2022-12-18 07:13:31,2,69307,0,0
6136,216,2022-12-18 07:14:04,1,-88778,31149,0
6137,189,2022-12-18 07:14:24,3,0,0,1
6138,574,2022-12-18 07:14:47,2,21597,0,0
6139,461,2022-12-18 07:15:09,3,0,0,1
6140,939,2022-12-18 07:15:30,2,73684,0,0
6141,485,2022-12-18 07:15:47,1,-63948,71226,0
6142,873,2022-12-18 07:16:37,1,-20784,1953,0
6143,482,2022-12-18 07:17:25,1,-19316,30292,0
6144,915,2022-12-18 07:18:14,1,-22116,80437,0
6145,965,2022-12-18 07:18:50,3,0,0,1
6146,89,2022-12-18 07:18:57,3,0,0,1
6147,666,2022-12-18 07:19:11,3,0,0,2
6148,442,2022-12-18 07:19:55,1,-12036,82732,0
6149,645,2022-12-18 07:20:43,1,-71262,33302,0
6150,266,2022-12-18 07:21:04,3,0,0,1
6151,671,2022-12-18 07:21:30,2,20010,0,0
6152,821,2022-12-18 07:22:17,1,-51513,40308,0
6153,725,2022-12-18 07:23:02,1,-51377,68647,0
6154,901,2022-12-18 07:23:05,3,0,0,1
6155,554,2022-12-18 07:23:31,2,47501,0,0
6156,874,2022-12-18 07:23:33,3,0,0,1
6157,878,2022-12-18 07:24:12,2,59260,0,0
6158,347,2022-12-18 07:25:02,2,4329,0,0
6159,36,2022-12-18 07:25:05,3,0,0,2
6160,268,2022-12-18 07:25:48,1,-2843,73417,0
6161,968,2022-12-18 07:26:08,2,43086,0,0
6162,11,2022-12-18 07:26:55,2,67478,0,0
6163,372,2022-12-18 07:27:39,1,-14696,51201,0
6164,918,2022-12-18 07:28:03,3,0,0,2
6165,572,2022-12-18 07:28:20,2,96042,0,0
6166,233,2022-12-18 07:28:53,1,-54488,37970,0
6167,192,2022-12-18 07:28:54,1,-31150,77203,0
6168,251,2022-12-18 07:29:01,3,0,0,1
6169,836,2022-12-18 07:29:39,2,90544,0,0
6170,206,2022-12-18 07:29:42,1,-24471,49039,0
6171,736,2022-12-18 07:30:28,3,0,0,1
6172,377,2022-12-18 07:31:08,2,98994,0,0
6173,913,2022-12-18 07:31:39,1,-23609,44920,0
6174,114,2022-12-18 07:32:06,2,74485,0,0
6175,459,2022-12-18 07:32:51,3,0,0,2
6176,840,2022-12-18 07:33:20,3,0,0,1
6177,463,2022-12-18 07:33:39,3,0,0,2
6178,677,2022-12-18 07:33:52,3,0,0,1
6179,929,2022-12-18 07:34:06,3,0,0,2
6180,19,2022-12-18 07:34:35,2,14855,0,0
6181,403,2022-12-18 07:35:05,3,0,0,1
6182,978,2022-12-18 07:35:53,2,13323,0,0
6183,583,2022-12-18 07:36:40,1,-10288,46221,0
6184,97,2022-12-18 07:36:44,3,0,0,2
6185,674,2022-12-18 07:36:59,3,0,0,1
6186,822,2022-12-18 07:37:28,2,2755,0,0
6187,151,2022-12-18 07:37:41,1,-16354,92551,0
6188,49,2022-12-18 07:38:14,1,-10494,94096,0
6189,128,2022-12-18 07:38:58,2,34636,0,0
6190,873,2022-12-18 07:39:16,3,0,0,2
6191,90,2022-12-18 07:39:42,3,0,0,1
6192,698,2022-12-18 07:39:46,3,0,0,2
6193,181,2022-12-18 07:39:51,1,-40876,77296,0
6194,766,2022-12-18 07:40:37,2,6418,0,0
6195,503,2022-12-18 07:40:39,3,0,0,1
6196,882,2022-12-18 07:41:14,3,0,0,2
6197,94,2022-12-18 07:42:02,2,58638,0,0
6198,296,2022-12-18 07:42:33,3,0,0,1
6199,178,2022-12-18 07:43:05,2,19900,0,0
6200,691,2022-12-18 07:43:45,1,-38013,29312,0
6201,436,2022-12-18 07:44:05,2,44578,0,0
6202,417,2022-12-18 07:44:09,2,42446,0,0
6203,655,2022-12-18 07:44:18,1,-35267,66057,0
6204,686,2022-12-18 07:44:24,1,-86964,34655,0
6205,940,2022-12-18 07:44:40,3,0,0,2
6206,743,2022-12-18 07:45:08,1,-91177,73746,0
6207,320,2022-12-18 07:45:54,2,24279,0,0
6208,802,2022-12-18 07:45:57,1,-14898,52193,0
6209,40,2022-12-18 07:46:45,3,0,0,1
6210,314,2022-12-18 07:47:00,1,-64674,25485,0
6211,801,2022-12-18 07:47:22,2,1792,0,0
6212,257,2022-12-18 07:48:04,2,86805,0,0
6213,827,2022-12-18 07:48:49,1,-45788,46547,0
6214,927,2022-12-18 07:49:32,1,-8713,53334,0
6215,646,2022-12-18 07:49:44,3,0,0,2
6216,844,2022-12-18 07:50:14,2,73651,0,0
6217,117,2022-12-18 07:50:15,2,25730,0,0
6218,250,2022-12-18 07:50:20,3,0,0,1
6219,53,2022-12-18 07:50:29,1,-40810,28055,0
6220,469,2022-12-18 07:51:14,3,0,0,1
6221,117,2022-12-18 07:51:57,3,0,0,2
6222,66,2022-12-18 07:52:06,1,-86463,2709,0
6223,529,2022-12-18 07:52:47,1,-23984,89821,0
6224,88,2022-12-18 07:52:52,2,74644,0,0
6225,710,2022-12-18 07:53:01,3,0,0,1
6226,222,2022-12-18 07:53:45,3,0,0,2
6227,745,2022-12-18 07:53:47,2,9130,0,0
6228,40,2022-12-18 07:54:07,1,-3403,97257,0
6229,360,2022-12-18 07:54:40,1,-94367,39875,0
6230,676,2022-12-18 07:54:51,3,0,0,1
6231,727,2022-12-18 07:55:22,2,87520,0,0
6232,393,2022-12-18 07:55:57,2,47641,0,0
6233,785,2022-12-18 07:56:01,3,0,0,2
6234,33,2022-12-18 07:56:43,1,-13640,36824,0
6235,474,2022-12-18 07:57:25,1,-85804,86397,0
6236,894,2022-12-18 07:57:56,1,-80034,75356,0
6237,418,2022-12-18 07:57:58,2,49274,0,0
6238,734,2022-12-18 07:58:03,1,-10725,7333,0
6239,860,2022-12-18 07:58:10,3,0,0,1
6240,926,2022-12-18 07:58:31,2,61379,0,0
6241,378,2022-12-18 07:58:33,1,-75549,35890,0
6242,510,2022-12-18 07:58:56,3,0,0,1
6243,501,2022-12-18 07:59:33,2,74003,0,0
6244,791,2022-12-18 07:59:55,3,0,0,2
6245,992,2022-12-18 07:59:59,2,52378,0,0
6246,869,2022-12-18 08:00:42,1,-49435,84423,0
6247,678,2022-12-18 08:00:52,1,-20948,584,0
6248,376,2022-12-18 08:01:14,3,0,0,1
6249,184,2022-12-18 08:01:45,1,-20280,38917,0
6250,877,2022-12-18 08:02:11,1,-32306,612,0
6251,708,2022-12-18 08:02:58,2,94316,0,0
6252,830,2022-12-18 08:03:11,3,0,0,2
6253,634,2022-12-18 08:03:34,1,-39867,28703,0
6254,886,2022-12-18 08:04:21,2,76753,0,0
6255,857,2022-12-18 08:04:40,2,90661,0,0
6256,55,2022-12-18 08:04:49,2,96995,0,0
6257,205,2022-12-18 08:05:00,2,75221,0,0
6258,642,2022-12-18 08:05:49,2,9745,0,0
6259,669,2022-12-18 08:06:24,2,10131,0,0
6260,88,2022-12-18 08:06:34,1,-30602,1621,0
6261,885,2022-12-18 08:07:22,2,47402,0,0
6262,687,2022-12-18 08:07:47,3,0,0,2
6263,6,2022-12-18 08:08:26,1,-65813,73413,0
6264,441,2022-12-18 08:08:52,3,0,0,1
6265,873,2022-12-18 08:09:27,1,-33438,79893,0
6266,198,2022-12-18 08:09:57,3,0,0,2
6267,623,2022-12-18 08:10:41,3,0,0,2
6268,860,2022-12-18 08:11:29,2,11006,0,0
6269,109,2022-12-18 08:11:37,1,-14281,64376,0
6270,965,2022-12-18 08:12:16,3,0,0,2
6271,776,2022-12-18 08:12:28,1,-44226,59341,0
6272,441,2022-12-18 08:12:59,1,-73060,34420,0
6273,5,2022-12-18 08:13:11,1,-27285,82722,0
6274,722,2022-12-18 08:13:28,3,0,0,2
6275,241,2022-12-18 08:13:32,3,0,0,2
6276,863,2022-12-18 08:13:51,3,0,0,2
6277,997,2022-12-18 08:14:18,3,0,0,1
6278,23,2022-12-18 08:14:57,3,0,0,1
6279,183,2022-12-18 08:15:08,2,21404,0,0
6280,317,2022-12-18 08:15:55,2,80224,0,0
6281,71,2022-12-18 08:16:05,3,0,0,1
6282,209,2022-12-18 08:16:52,1,-34015,61623,0
6283,536,2022-12-18 08:16:57,3,0,0,1
6284,546,2022-12-18 08:17:24,1,-34153,56127,0
6285,552,2022-12-18 08:17:39,1,-66822,17517,0
6286,678,2022-12-18 08:17:50,3,0,0,1
6287,954,2022-12-18 08:18:31,1,-73774,26892,0
6288,797,2022-12-18 08:19:03,3,0,0,1
6289,353,2022-12-18 08:19:21,3,0,0,1
6290,785,2022-12-18 08:19:59,1,-97783,73239,0
6291,77,2022-12-18 08:20:28,2,45669,0,0
6292,87,2022-12-18 08:20:42,2,3011,0,0
6293,314,2022-12-18 08:21:20,1,-38612,51717,0
6294,470,2022-12-18 08:21:42,1,-14447,54755,0
6295,198,2022-12-18 08:22:03,1,-75202,63532,0
6296,877,2022-12-18 08:22:52,3,0,0,2
6297,755,2022-12-18 08:23:41,2,45833,0,0
6298,750,2022-12-18 08:24:22,3,0,0,2
6299,952,2022-12-18 08:24:56,3,0,0,2
6300,993,2022-12-18 08:25:45,2,57481,0,0
6301,790,2022-12-18 08:25:56,3,0,0,2
6302,619,2022-12-18 08:26:09,1,-5868,6865,0
6303,819,2022-12-18 08:26:14,3,0,0,2
6304,32,2022-12-18 08:26:19,1,-23053,4754,0
6305,471,2022-12-18 08:26:40,3,0,0,2
6306,815,2022-12-18 08:27:26,1,-96132,686,0
6307,504,2022-12-18 08:27:44,3,0,0,2
6308,980,2022-12-18 08:28:07,3,0,0,1
6309,238,2022-12-18 08:28:44,2,80455,0,0
6310,469,2022-12-18 08:28:50,2,67568,0,0
6311,184,2022-12-18 08:28:54,2,44614,0,0
6312,585,2022-12-18 08:29:16,1,-46201,14870,0
6313,359,2022-12-18 08:29:25,2,40671,0,0
6314,164,2022-12-18 08:30:15,3,0,0,2
6315,289,2022-12-18 08:31:05,2,69428,0,0
6316,11,2022-12-18 08:31:37,3,0,0,1
6317,715,2022-12-18 08:32:09,3,0,0,1
6318,975,2022-12-18 08:32:31,3,0,0,1
6319,773,2022-12-18 08:32:34,3,0,0,2
6320,923,2022-12-18 08:33:06,2,61728,0,0
6321,758,2022-12-18 08:33:08,1,-68007,95609,0
6322,322,2022-12-18 08:33:36,3,0,0,1
6323,794,2022-12-18 08:34:20,3,0,0,1
6324,329,2022-12-18 08:34:29,1,-22793,95656,0
6325,237,2022-12-18 08:34:35,3,0,0,2
6326,57,2022-12-18 08:35:06,1,-22634,51632,0
6327,883,2022-12-18 08:35:51,2,52376,0,0
6328,509,2022-12-18 08:36:00,2,73858,0,0
6329,679,2022-12-18 08:36:05,2,60313,0,0
6330,534,2022-12-18 08:36:45,1,-2769,47642,0
6331,68,2022-12-18 08:37:13,1,-36073,79987,0
6332,636,2022-12-18 08:37:19,2,69886,0,0
6333,83,2022-12-18 08:37:42,2,17192,0,0
6334,415,2022-12-18 08:38:20,1,-94209,98982,0
6335,425,2022-12-18 08:38:25,3,0,0,1
6336,822,2022-12-18 08:38:47,2,53705,0,0
6337,936,2022-12-18 08:39:16,3,0,0,1
6338,979,2022-12-18 08:39:35,3,0,0,1
6339,762,2022-12-18 08:39:39,1,-30499,70499,0
6340,818,2022-12-18 08:40:24,1,-11291,32361,0
6341,12,2022-12-18 08:40:35,1,-24284,8331,0
6342,10,2022-12-18 08:41:02,1,-28880,40806,0
6343,869,2022-12-18 08:41:06,1,-32582,88009,0
6344,317,2022-12-18 08:41:10,3,0,0,2
6345,604,2022-12-18 08:41:28,3,0,0,2
6346,732,2022-12-18 08:42:07,3,0,0,2
6347,210,2022-12-18 08:42:51,1,-47581,55551,0
6348,607,2022-12-18 08:42:57,1,-9228,51085,0
6349,116,2022-12-18 08:43:04,3,0,0,2
6350,670,2022-12-18 08:43:33,3,0,0,1
6351,865,2022-12-18 08:43:48,3,0,0,1
6352,846,2022-12-18 08:44:13,3,0,0,2
6353,895,2022-12-18 08:44:44,1,-73163,45651,0
6354,466,2022-12-18 08:45:06,2,76963,0,0
6355,307,2022-12-18 08:45:45,1,-23341,91240,0
6356,673,2022-12-18 08:45:58,2,30721,0,0
6357,833,2022-12-18 08:46:13,2,63957,0,0
6358,387,2022-12-18 08:46:36,2,43141,0,0
6359,601,2022-12-18 08:46:50,2,77206,0,0
6360,912,2022-12-18 08:47:22,1,-98901,58821,0
6361,692,2022-12-18 08:47:35,1,-90190,86240,0
6362,55,2022-12-18 08:48:14,3,0,0,2
6363,356,2022-12-18 08:48:22,3,0,0,2
6364,986,2022-12-18 08:49:10,2,54591,0,0
6365,223,2022-12-18 08:49:20,1,-14295,32291,0
6366,964,2022-12-18 08:49:37,1,-49637,51372,0
6367,318,2022-12-18 08:50:09,2,26282,0,0
6368,186,2022-12-18 08:50:17,1,-3504,22744,0
6369,602,2022-12-18 08:50:19,3,0,0,2
6370,186,2022-12-18 08:50:43,3,0,0,2
6371,625,2022-12-18 08:50:50,2,86418,0,0
6372,973,2022-12-18 08:51:26,3,0,0,2
6373,16,2022-12-18 08:51:40,3,0,0,2
6374,494,2022-12-18 08:51:58,1,-88624,93262,0
6375,887,2022-12-18 08:52:25,2,55689,0,0
6376,386,2022-12-18 08:52:58,1,-82379,25467,0
6377,656,2022-12-18 08:53:00,2,66719,0,0
6378,894,2022-12-18 08:53:46,2,39010,0,0
6379,768,2022-12-18 08:53:52,1,-53498,99331,0
6380,129,2022-12-18 08:54:14,3,0,0,1
6381,390,2022-12-18 08:55:02,1,-64576,97773,0
6382,485,2022-12-18 08:55:10,3,0,0,2
6383,422,2022-12-18 08:55:41,1,-9700,66848,0
6384,934,2022-12-18 08:55:46,1,-58965,92813,0
6385,377,2022-12-18 08:56:22,3,0,0,2
6386,317,2022-12-18 08:56:29,3,0,0,2
6387,915,2022-12-18 08:56:31,3,0,0,1
6388,669,2022-12-18 08:57:07,1,-39264,74637,0
6389,204,2022-12-18 08:57:34,3,0,0,1
6390,256,2022-12-18 08:58:12,2,28059,0,0
6391,569,2022-12-18 08:58:37,3,0,0,1
6392,312,2022-12-18 08:58:54,1,-93668,70694,0
6393,253,2022-12-18 08:59:00,1,-14183,98964,0
6394,169,2022-12-18 08:59:18,3,0,0,2
6395,394,2022-12-18 08:59:57,2,80961,0,0
6396,946,2022-12-18 09:00:45,2,63409,0,0
6397,799,2022-12-18 09:01:25,3,0,0,2
6398,846,2022-12-18 09:01:58,2,29199,0,0
6399,430,2022-12-18 09:02:05,2,95583,0,0
6400,61,2022-12-18 09:02:35,3,0,0,1
6401,206,2022-12-18 09:02:53,1,-55788,65955,0
6402,608,2022-12-18 09:03:07,1,-33214,44076,0
6403,547,2022-12-18 09:03:54,1,-45655,74628,0
6404,493,2022-12-18 09:04:17,3,0,0,2
6405,39,2022-12-18 09:04:29,1,-46285,47087,0
6406,915,2022-12-18 09:04:43,2,14197,0,0
6407,435,2022-12-18 09:05:14,1,-80092,31359,0
6408,57,2022-12-18 09:05:23,3,0,0,2
6409,435,2022-12-18 09:05:34,1,-43401,57993,0
6410,118,2022-12-18 09:05:42,1,-78453,51264,0
6411,602,2022-12-18 09:06:00,3,0,0,2
6412,217,2022-12-18 09:06:49,1,-16670,7555,0
6413,100,2022-12-18 09:06:58,2,2176,0,0
6414,768,2022-12-18 09:07:35,2,14177,0,0
6415,387,2022-12-18 09:07:40,2,66540,0,0
6416,201,2022-12-18 09:08:15,2,62603,0,0
6417,839,2022-12-18 09:08:49,1,-71977,13293,0
6418,984,2022-12-18 09:08:58,2,78780,0,0
6419,361,2022-12-18 09:09:27,3,0,0,2
6420,781,2022-12-18 09:09:55,1,-81452,33067,0
6421,876,2022-12-18 09:10:16,2,75783,0,0
6422,914,2022-12-18 09:10:26,2,78120,0,0
6423,713,2022-12-18 09:11:07,2,41041,0,0
6424,72,2022-12-18 09:11:21,3,0,0,1
6425,347,2022-12-18 09:11:59,3,0,0,1
6426,642,2022-12-18 09:12:06,2,4197,0,0
6427,936,2022-12-18 09:12:35,3,0,0,1
6428,291,2022-12-18 09:12:54,1,-98412,53656,0
6429,692,2022-12-18 09:13:10,2,99322,0,0
6430,476,2022-12-18 09:13:24,3,0,0,1
6431,868,2022-12-18 09:13:34,3,0,0,2
6432,445,2022-12-18 09:13:51,1,-81400,42595,0
6433,761,2022-12-18 09:13:54,3,0,0,1
6434,355,2022-12-18 09:14:24,2,45033,0,0
6435,653,2022-12-18 09:14:36,2,64383,0,0
6436,215,2022-12-18 09:14:46,2,64515,0,0
6437,282,2022-12-18 09:15:34,3,0,0,1
6438,222,2022-12-18 09:15:42,3,0,0,1
6439,809,2022-12-18 09:16:30,1,-5243,13946,0
6440,860,2022-12-18 09:16:50,3,0,0,2
6441,286,2022-12-18 09:17:36,2,68339,0,0
6442,964,2022-12-18 09:17:44,1,-25579,11014,0
6443,173,2022-12-18 09:18:12,1,-93947,12098,0
6444,184,2022-12-18 09:18:51,2,59213,0,0
6445,434,2022-12-18 09:18:58,2,66823,0,0
6446,471,2022-12-18 09:19:44,3,0,0,2
6447,422,2022-12-18 09:20:10,1,-46008,85401,0
6448,967,2022-12-18 09:20:53,3,0,0,1
6449,844,2022-12-18 09:21:15,3,0,0,1
6450,193,2022-12-18 09:21:53,3,0,0,2
6451,423,2022-12-18 09:22:01,1,-24492,25361,0
6452,940,2022-12-18 09:22:37,2,78149,0,0
6453,605,2022-12-18 09:23:09,2,43288,0,0
6454,715,2022-12-18 09:23:23,1,-32905,25483,0
6455,531,2022-12-18 09:24:11,3,0,0,1
6456,396,2022-12-18 09:24:29,2,39006,0,0
6457,611,2022-12-18 09:25:10,3,0,0,1
6458,514,2022-12-18 09:25:42,1,-17766,62298,0
6459,286,2022-12-18 09:26:22,1,-32536,33759,0
6460,388,2022-12-18 09:26:24,1,-90060,40484,0
6461,84,2022-12-18 09:26:42,1,-76166,85512,0
6462,19,2022-12-18 09:27:31,2,77680,0,0
6463,908,2022-12-18 09:28:14,1,-21364,46301,0
6464,388,2022-12-18 09:28:21,1,-54340,10639,0
6465,751,2022-12-18 09:29:05,3,0,0,1
6466,430,2022-12-18 09:29:08,3,0,0,1
6467,362,2022-12-18 09:29:40,3,0,0,1
6468,846,2022-12-18 09:29:53,2,83533,0,0
6469,133,2022-12-18 09:30:23,3,0,0,1
6470,294,2022-12-18 09:30:36,3,0,0,1
6471,628,2022-12-18 09:30:42,2,58704,0,0
6472,619,2022-12-18 09:30:51,2,1386,0,0
6473,558,2022-12-18 09:31:39,1,-83791,719,0
6474,525,2022-12-18 09:32:03,3,0,0,1
6475,29,2022-12-18 09:32:50,3,0,0,1
6476,578,2022-12-18 09:33:22,2,3162,0,0
6477,344,2022-12-18 09:34:00,1,-88606,24449,0
6478,201,2022-12-18 09:34:18,3,0,0,1
6479,554,2022-12-18 09:35:04,2,98974,0,0
6480,14,2022-12-18 09:35:43,1,-89256,11753,0
6481,220,2022-12-18 09:35:44,3,0,0,1
6482,143,2022-12-18 09:36:01,1,-90427,15669,0
6483,272,2022-12-18 09:36:12,3,0,0,2
6484,548,2022-12-18 09:36:46,3,0,0,1
6485,399,2022-12-18 09:37:20,3,0,0,1
6486,532,2022-12-18 09:38:05,1,-38793,75482,0
6487,455,2022-12-18 09:38:17,3,0,0,2
6488,91,2022-12-18 09:38:53,3,0,0,2
6489,550,2022-12-18 09:38:56,3,0,0,2
6490,621,2022-12-18 09:39:21,1,-51022,58635,0
6491,630,2022-12-18 09:39:42,2,9767,0,0
6492,56,2022-12-18 09:40:25,3,0,0,2
6493,693,2022-12-18 09:40:42,2,2986,0,0
6494,821,2022-12-18 09:40:43,3,0,0,1
6495,644,2022-12-18 09:41:25,3,0,0,2
6496,629,2022-12-18 09:41:56,3,0,0,2
6497,322,2022-12-18 09:42:19,2,78658,0,0
6498,855,2022-12-18 09:42:44,3,0,0,1
6499,983,2022-12-18 09:42:48,1,-53304,8696,0
6500,704,2022-12-18 09:43:26,1,-24521,217,0
6501,136,2022-12-18 09:43:55,3,0,0,1
6502,385,2022-12-18 09:44:42,2,29131,0,0
6503,650,2022-12-18 09:44:44,2,53833,0,0
6504,168,2022-12-18 09:44:48,1,-88375,68476,0
6505,858,2022-12-18 09:45:18,3,0,0,2
6506,81,2022-12-18 09:45:41,3,0,0,1
6507,65,2022-12-18 09:45:59,1,-98534,77342,0
6508,343,2022-12-18 09:46:37,1,-97221,4536,0
6509,854,2022-12-18 09:47:12,1,-25419,7162,0
6510,40,2022-12-18 09:47:36,2,6649,0,0
6511,21,2022-12-18 09:48:10,3,0,0,2
6512,192,2022-12-18 09:48:42,2,10541,0,0
6513,148,2022-12-18 09:48:53,3,0,0,2
6514,912,2022-12-18 09:49:36,3,0,0,2
6515,180,2022-12-18 09:49:38,1,-49645,42076,0
6516,160,2022-12-18 09:50:05,3,0,0,2
6517,926,2022-12-18 09:50:12,2,82505,0,0
6518,186,2022-12-18 09:50:59,3,0,0,2
6519,258,2022-12-18 09:51:09,3,0,0,1
6520,867,2022-12-18 09:51:58,3,0,0,1
6521,883,2022-12-18 09:52:37,3,0,0,1
6522,658,2022-12-18 09:53:02,3,0,0,2
6523,780,2022-12-18 09:53:05,1,-37669,86353,0
6524,297,2022-12-18 09:53:22,1,-65533,44655,0
6525,706,2022-12-18 09:54:06,1,-35411,51224,0
6526,612,2022-12-18 09:54:24,1,-84617,5647,0
6527,6,2022-12-18 09:54:35,2,47972,0,0
6528,361,2022-12-18 09:54:53,2,76764,0,0
6529,404,2022-12-18 09:55:39,2,93511,0,0
6530,270,2022-12-18 09:56:22,2,13272,0,0
6531,626,2022-12-18 09:57:01,2,3914,0,0
6532,87,2022-12-18 09:57:08,3,0,0,1
6533,251,2022-12-18 09:57:33,2,66381,0,0
6534,179,2022-12-18 09:57:56,2,64144,0,0
6535,290,2022-12-18 09:58:37,3,0,0,1
6536,515,2022-12-18 09:58:44,1,-8663,68781,0
6537,258,2022-12-18 09:59:23,1,-45896,87858,0
6538,378,2022-12-18 09:59:51,3,0,0,1
6539,344,2022-12-18 10:00:14,1,-39473,79803,0
6540,551,2022-12-18 10:00:27,2,60189,0,0
6541,124,2022-12-18 10:00:40,3,0,0,2
6542,971,2022-12-18 10:00:44,2,25504,0,0
6543,140,2022-12-18 10:00:49,2,40531,0,0
6544,489,2022-12-18 10:00:56,1,-17453,40905,0
6545,473,2022-12-18 10:01:18,1,-13911,77872,0
6546,593,2022-12-18 10:01:21,2,83279,0,0
6547,313,2022-12-18 10:01:44,1,-47123,12270,0
6548,908,2022-12-18 10:01:59,1,-78786,46267,0
6549,162,2022-12-18 10:02:07,2,7367,0,0
6550,655,2022-12-18 10:02:23,1,-75922,9825,0
6551,887,2022-12-18 10:02:44,1,-64453,44206,0
6552,377,2022-12-18 10:02:52,1,-850,61825,0
6553,858,2022-12-18 10:03:33,3,0,0,2
6554,96,2022-12-18 10:04:22,2,93711,0,0
6555,451,2022-12-18 10:04:32,2,81151,0,0
6556,464,2022-12-18 10:04:34,1,-28510,26932,0
6557,576,2022-12-18 10:05:23,2,53293,0,0
6558,628,2022-12-18 10:05:56,3,0,0,2
6559,413,2022-12-18 10:06:00,3,0,0,1
6560,670,2022-12-18 10:06:03,3,0,0,1
6561,370,2022-12-18 10:06:19,1,-24798,23953,0
6562,182,2022-12-18 10:06:34,2,61031,0,0
6563,567,2022-12-18 10:07:02,3,0,0,2
6564,716,2022-12-18 10:07:05,1,-12230,62278,0
6565,437,2022-12-18 10:07:25,2,57985,0,0
6566,392,2022-12-18 10:08:14,3,0,0,1
6567,932,2022-12-18 10:08:24,3,0,0,2
6568,689,2022-12-18 10:08:26,1,-83221,56796,0
6569,699,2022-12-18 10:08:34,2,32612,0,0
6570,25,2022-12-18 10:08:37,2,20610,0,0
6571,285,2022-12-18 10:09:18,3,0,0,2
6572,347,2022-12-18 10:09:37,2,43882,0,0
6573,423,2022-12-18 10:09:39,2,87752,0,0
6574,154,2022-12-18 10:10:10,3,0,0,2
6575,384,2022-12-18 10:10:27,3,0,0,1
6576,138,2022-12-18 10:10:31,1,-89207,70466,0
6577,587,2022-12-18 10:11:10,3,0,0,1
6578,607,2022-12-18 10:11:29,2,91200,0,0
6579,213,2022-12-18 10:11:56,1,-29826,70164,0
6580,955,2022-12-18 10:12:10,1,-31851,90915,0
6581,889,2022-12-18 10:12:46,3,0,0,1
6582,812,2022-12-18 10:13:07,1,-46962,50007,0
6583,94,2022-12-18 10:13:11,2,2898,0,0
6584,925,2022-12-18 10:13:36,2,45325,0,0
6585,393,2022-12-18 10:13:43,3,0,0,2
6586,429,2022-12-18 10:13:55,2,63068,0,0
6587,8,2022-12-18 10:14:14,2,86614,0,0
6588,224,2022-12-18 10:14:22,2,81563,0,0
6589,367,2022-12-18 10:15:10,2,79239,0,0
6590,421,2022-12-18 10:15:36,3,0,0,1
6591,481,2022-12-18 10:16:25,3,0,0,2
6592,597,2022-12-18 10:16:58,3,0,0,1
6593,93,2022-12-18 10:17:15,1,-78246,58688,0
6594,664,2022-12-18 10:17:36,3,0,0,2
6595,965,2022-12-18 10:17:43,3,0,0,2
6596,843,2022-12-18 10:18:31,2,63124,0,0
6597,243,2022-12-18 10:18:48,2,35947,0,0
6598,935,2022-12-18 10:19:34,2,60079,0,0
6599,95,2022-12-18 10:20:23,1,-22935,89330,0
6600,24,2022-12-18 10:21:04,3,0,0,2
6601,956,2022-12-18 10:21:45,2,52839,0,0
6602,898,2022-12-18 10:21:47,1,-79905,95056,0
6603,558,2022-12-18 10:22:18,1,-96300,30486,0
6604,830,2022-12-18 10:22:55,3,0,0,2
6605,868,2022-12-18 10:23:09,2,81468,0,0
6606,423,2022-12-18 10:23:20,1,-51144,46513,0
6607,123,2022-12-18 10:24:04,1,-61726,79686,0
6608,739,2022-12-18 10:24:10,3,0,0,2
6609,37,2022-12-18 10:24:59,3,0,0,1
6610,975,2022-12-18 10:25:49,1,-32072,75294,0
6611,167,2022-12-18 10:26:06,3,0,0,2
6612,727,2022-12-18 10:26:36,3,0,0,1
6613,18,2022-12-18 10:27:23,1,-15039,57498,0
6614,96,2022-12-18 10:28:00,1,-61035,57002,0
6615,254,2022-12-18 10:28:18,2,61159,0,0
6616,411,2022-12-18 10:28:33,2,74691,0,0
6617,82,2022-12-18 10:28:41,1,-5095,74941,0
